-7.911050915718078613e-01,-5.000000000000000000e+00,-1.026243567466735840e+00
1.217142343521118164e+00,-5.000000000000000000e+00,-2.454556524753570557e-01
-1.843400955200195312e+00,-5.000000953674316406e+00,-2.839067697525024414e+00
-2.647091627120971680e+00,-5.000000000000000000e+00,-4.411510944366455078e+00
-2.381550312042236328e+00,-4.999999523162841797e+00,-2.721613407135009766e+00
-1.339874744415283203e+00,-5.000000000000000000e+00,-1.686806917190551758e+00
6.853364706039428711e-01,-4.999999523162841797e+00,-7.510341405868530273e-01
8.894973397254943848e-01,-5.000000000000000000e+00,1.101550459861755371e+00
-1.005106717348098755e-01,-5.000000000000000000e+00,-8.947350382804870605e-01
-3.493068516254425049e-01,-5.000000000000000000e+00,-2.138728857040405273e+00
1.257483720779418945e+00,-5.000000000000000000e+00,1.209071397781372070e+00
-1.064738035202026367e+00,-5.000000000000000000e+00,-2.679660797119140625e+00
6.477969288825988770e-01,-5.000000000000000000e+00,-2.074040412902832031e+00
-1.192905664443969727e+00,-5.000000000000000000e+00,-1.658303976058959961e+00
9.099425673484802246e-01,-5.000000000000000000e+00,-2.524795532226562500e-01
-1.152353286743164062e+00,-5.000000000000000000e+00,-6.233617067337036133e-01
2.944199800491333008e+00,-5.000000000000000000e+00,8.617053031921386719e-01
1.174222707748413086e+00,-5.000000000000000000e+00,7.361784577369689941e-01
-9.699560403823852539e-01,-5.000000000000000000e+00,-2.008353948593139648e+00
1.087182998657226562e+00,-5.000000000000000000e+00,1.561335474252700806e-01
1.637300968170166016e+00,-5.000000000000000000e+00,-3.832741975784301758e-01
-4.568027257919311523e-01,-5.000000000000000000e+00,-1.776703238487243652e+00
7.147419452667236328e-01,-5.000000000000000000e+00,3.297472000122070312e-01
9.030893445014953613e-01,-5.000000000000000000e+00,1.725594043731689453e+00
1.157346248626708984e+00,-5.000000000000000000e+00,-7.581932544708251953e-01
-1.330196619033813477e+00,-5.000000000000000000e+00,-2.548421144485473633e+00
-7.514215707778930664e-01,-5.000000000000000000e+00,-1.108629941940307617e+00
-4.016549587249755859e-01,-5.000000000000000000e+00,-1.414027214050292969e+00
1.622209787368774414e+00,-5.000000000000000000e+00,-1.518202185630798340e+00
1.525879144668579102e+00,-5.000000000000000000e+00,5.654047131538391113e-01
2.781984090805053711e+00,-5.000000000000000000e+00,1.078494429588317871e+00
-2.761945247650146484e+00,-5.000000000000000000e+00,-2.403854370117187500e+00
-7.028242349624633789e-01,-5.000000000000000000e+00,-4.279003143310546875e+00
-2.962665319442749023e+00,-5.000000000000000000e+00,-4.952392101287841797e+00
-8.403258919715881348e-01,-5.000000000000000000e+00,-5.307290554046630859e-01
1.859987497329711914e+00,-5.000000000000000000e+00,5.081802606582641602e-01
2.743723988533020020e-02,-5.000000000000000000e+00,-1.428167343139648438e+00
-1.349739074707031250e+00,-5.000000000000000000e+00,-2.341351032257080078e+00
1.060096502304077148e+00,-5.000000000000000000e+00,-4.822597503662109375e-01
-4.726459980010986328e+00,-5.000000000000000000e+00,-6.174806118011474609e+00
-1.474809885025024414e+00,-5.000000000000000000e+00,-1.502412438392639160e+00
-2.252327680587768555e+00,-5.000000000000000000e+00,-4.693956375122070312e+00
-6.580929756164550781e-01,-5.000000000000000000e+00,-2.636831521987915039e+00
-8.942925930023193359e-01,-5.000000000000000000e+00,-3.465921282768249512e-01
2.716611623764038086e+00,-5.000000000000000000e+00,-1.539762318134307861e-02
1.917790889739990234e+00,-5.000000000000000000e+00,-1.341906189918518066e+00
-1.499658346176147461e+00,-5.000000000000000000e+00,-1.553475618362426758e+00
-4.438793957233428955e-01,-5.000000000000000000e+00,-7.279511690139770508e-01
-2.473372459411621094e+00,-5.000000000000000000e+00,-2.829748868942260742e+00
3.853412389755249023e+00,-5.000000000000000000e+00,1.502779483795166016e+00
1.675882101058959961e+00,-5.000000000000000000e+00,7.892251014709472656e-01
-2.144823312759399414e+00,-5.000000000000000000e+00,-2.961644411087036133e+00
2.427060604095458984e+00,-5.000000000000000000e+00,1.967652678489685059e+00
9.073153138160705566e-01,-5.000000000000000000e+00,-3.681612014770507812e-01
2.977244377136230469e+00,-5.000000000000000000e+00,9.702514410018920898e-01
1.409569978713989258e+00,-5.000000000000000000e+00,1.316183060407638550e-01
2.325682044029235840e-01,-5.000000000000000000e+00,-1.224623680114746094e+00
-3.288253545761108398e-01,-5.000000000000000000e+00,-7.261101007461547852e-01
-1.922075450420379639e-01,-5.000000000000000000e+00,-1.536201596260070801e+00
3.419534564018249512e-01,-5.000000000000000000e+00,-1.182217597961425781e+00
-9.076226949691772461e-01,-5.000000000000000000e+00,-2.099167108535766602e+00
-4.246307373046875000e+00,-5.000000953674316406e+00,-4.426073551177978516e+00
1.403421640396118164e+00,-5.000000000000000000e+00,7.754538059234619141e-01
-9.550241231918334961e-01,-5.000000000000000000e+00,-1.172992467880249023e+00
3.224591016769409180e+00,-5.000000000000000000e+00,1.210770368576049805e+00
-2.566442728042602539e+00,-5.000000000000000000e+00,-3.452172279357910156e+00
2.038699865341186523e+00,-5.000000000000000000e+00,2.458316534757614136e-01
5.111707448959350586e-01,-5.000000000000000000e+00,4.346300661563873291e-02
-2.018101215362548828e+00,-5.000000000000000000e+00,-2.234717130661010742e+00
-2.267312288284301758e+00,-5.000000000000000000e+00,-2.647543191909790039e+00
2.226785898208618164e+00,-5.000000000000000000e+00,8.497247695922851562e-01
-4.709053516387939453e+00,-5.000000953674316406e+00,-4.818032741546630859e+00
-2.216583013534545898e+00,-4.999999523162841797e+00,-3.086401462554931641e+00
-1.371073722839355469e+00,-5.000000000000000000e+00,-3.529748678207397461e+00
4.789273262023925781e+00,-5.000000000000000000e+00,3.267550945281982422e+00
-1.005766391754150391e+00,-5.000000953674316406e+00,-1.760191202163696289e+00
-1.008000493049621582e+00,-5.000000000000000000e+00,-3.245214223861694336e-01
1.639967679977416992e+00,-5.000000000000000000e+00,3.334398269653320312e-01
-6.325612068176269531e-01,-5.000000000000000000e+00,-3.851169586181640625e+00
8.520556092262268066e-01,-5.000000000000000000e+00,4.286743402481079102e-01
1.415554285049438477e-01,-5.000000000000000000e+00,-1.554575443267822266e+00
-6.967999458312988281e+00,-4.999999523162841797e+00,-6.105936050415039062e+00
3.591175079345703125e-01,-5.000000000000000000e+00,-1.120359301567077637e+00
-1.245555877685546875e+00,-5.000000000000000000e+00,-2.569536685943603516e+00
-5.924569964408874512e-01,-5.000000000000000000e+00,-2.827881813049316406e+00
1.979887008666992188e+00,-5.000000000000000000e+00,6.391630172729492188e-01
-2.564523935317993164e+00,-5.000000000000000000e+00,-3.113011360168457031e+00
